# bigram	count	reason	w0_pos	w1_pos
vanishing away	6	w0_ambiguous	{Noun, Verb}	{Adv}
future history	6	both_ambiguous	{Adj, Verb}	{Verb, Noun}
less sharp	6	both_ambiguous	{Verb, Adj, Prep, Adv, Noun}	{Verb, Adj, Noun, Adv}
summer still	6	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj, Adv}
peter may	6	both_ambiguous	{Verb, Noun}	{Verb, Noun}
sometimes added	6	both_ambiguous	{Adv, Adj}	{Adj, Verb}
new tariff	6	both_ambiguous	{Adj, Adv, Verb}	{Noun, Verb}
little yard	6	both_ambiguous	{Adj, Noun, Adv}	{Noun, Verb}
talking when	6	w0_ambiguous	{Verb, Adj, Noun}	{Adv}
bad conscience	6	w0_ambiguous	{Verb, Adj}	{Noun}
cabin came	6	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
still advancing	6	both_ambiguous	{Verb, Noun, Adj, Adv}	{Verb, Noun}
religious question	6	both_ambiguous	{Adj, Noun}	{Noun, Verb}
again followed	6	both_ambiguous	{Adv, Prep}	{Verb, Adj}
gradually disappeared	6	w1_ambiguous	{Adv}	{Adj, Verb}
down according	6	both_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Verb, Adv, Noun}
bottom rock	6	both_ambiguous	{Verb, Adj, Noun}	{Verb, Noun}
getting aboard	6	both_ambiguous	{Verb, Noun}	{Prep, Adv}
little fruit	6	w0_ambiguous	{Adj, Noun, Adv}	{Verb}
then straight	6	both_ambiguous	{Adv, Prep}	{Adj, Adv, Noun, Verb}
top till	6	both_ambiguous	{Noun, Verb}	{Prep, Noun, Verb}
now meant	6	both_ambiguous	{Noun, Adv, Adj}	{Adj, Verb}
murdered woman	6	both_ambiguous	{Verb, Adj}	{Verb, Noun}
new human	6	both_ambiguous	{Adj, Adv, Verb}	{Noun, Adj}
say somewhat	6	both_ambiguous	{Verb, Adj, Noun}	{Adv, Noun}
himself returned	6	w0_missing	NONE	{Verb, Adj}
fight there	6	w1_missing	{Verb}	NONE
chestnut horse	6	both_ambiguous	{Adj, Noun}	{Verb, Noun, Adj}
mere purpose	6	both_ambiguous	{Noun, Verb}	{Noun, Verb}
old ocean	6	both_ambiguous	{Noun, Adj}	{Noun, Adj}
next fifty	6	both_ambiguous	{Adv, Adj}	{Adj, Noun}
shaking up	6	both_ambiguous	{Noun, Verb}	{Adv, Prep, Noun, Adj}
soon believe	6	both_ambiguous	{Adv, Adj}	{Noun, Verb}
himself staring	6	w0_missing	NONE	{Verb, Noun}
indeed become	6	w1_ambiguous	{Adv}	{Verb, Adj}
travelled much	6	w0_missing	NONE	{Adj, Noun}
surely seen	6	w1_ambiguous	{Adv}	{Adj, Verb}
help expressing	6	w1_ambiguous	{Verb}	{Verb, Noun}
doctor aside	6	both_ambiguous	{Noun, Verb}	{Noun, Adv}
same melancholy	6	w1_ambiguous	{Verb}	{Noun, Adj}
blessed hour	6	w0_ambiguous	{Adj, Verb}	{Noun}
prefer one	6	w1_ambiguous	{Verb}	{Noun, Verb, Adj}
doth good	6	w0_missing	NONE	{Noun, Adv, Verb, Adj}
stepped ashore	6	w0_ambiguous	{Verb, Adj}	{Adv}
never abandon	6	w1_ambiguous	{Adv}	{Verb, Noun}
unfortunate one	6	both_ambiguous	{Adj, Noun}	{Noun, Verb, Adj}
thousand island	6	both_ambiguous	{Adj, Noun}	{Verb, Noun}
deeply gratified	6	w1_ambiguous	{Adv}	{Verb, Adj}
watching waiting	6	both_ambiguous	{Noun, Verb}	{Verb, Noun}
themselves according	6	w0_missing	NONE	{Verb, Adv, Noun}
commenced raining	6	both_ambiguous	{Adj, Verb}	{Verb, Noun}
special talent	6	w0_ambiguous	{Adj, Noun}	{Verb}
child continued	6	both_ambiguous	{Noun, Verb}	{Verb, Adj}
uneven ground	6	w1_ambiguous	{Adj}	{Noun, Verb, Adj}
teeth over	6	both_ambiguous	{Noun, Verb}	{Adj, Prep, Noun, Adv}
fixed belief	6	w0_ambiguous	{Verb, Adj}	{Noun}
taken strange	6	w0_missing	NONE	{Adj, Verb, Adv}
book could	6	both_ambiguous	{Noun, Verb}	{Adj, Verb}
soon fix	6	both_ambiguous	{Adv, Adj}	{Noun, Verb, Adj}
athletic field	6	w1_ambiguous	{Adj}	{Verb, Noun}
word o	6	both_ambiguous	{Noun, Verb}	{Noun, Adj}
modern christian	6	both_ambiguous	{Adj, Noun}	{Adj, Noun}
brother rabbit	6	w0_ambiguous	{Noun, Verb}	{Noun}
when filled	6	w1_ambiguous	{Adv}	{Verb, Adj}
thrice repeated	6	w1_ambiguous	{Adv}	{Adj, Verb}
absolute rest	6	both_ambiguous	{Noun, Adj}	{Noun, Verb}
where ralph	6	w0_ambiguous	{Noun, Adv, Prep}	{Noun}
there according	6	w0_missing	NONE	{Verb, Adv, Noun}
ferreting out	6	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
money away	6	w0_ambiguous	{Verb, Noun}	{Adv}
avail herself	6	w1_missing	{Verb, Noun}	NONE
bloody face	6	both_ambiguous	{Verb, Adj}	{Verb, Noun}
balanced himself	6	w1_missing	{Verb, Adj}	NONE
beloved mistress	6	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
nine ten	6	both_ambiguous	{Adj, Noun}	{Adj, Noun}
cried impulsively	6	w0_ambiguous	{Verb, Adj}	{Adv}
prayer will	6	both_ambiguous	{Verb, Noun}	{Adv, Noun, Verb}
thy vain	6	w0_missing	NONE	{Adj, Noun}
could thereby	6	w0_ambiguous	{Adj, Verb}	{Adv}
friendship might	6	w1_ambiguous	{Noun}	{Verb, Adj}
night mother	6	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
dutch cheese	6	w0_ambiguous	{Noun, Adj}	{Noun}
sufficient distance	6	w1_ambiguous	{Adj}	{Noun, Verb}
palm oil	6	both_ambiguous	{Verb, Noun}	{Noun, Verb}
person appeared	6	both_ambiguous	{Verb, Noun}	{Verb, Adj}
present engaged	6	both_ambiguous	{Noun, Verb, Adj}	{Adj, Verb}
one dying	6	both_ambiguous	{Noun, Verb, Adj}	{Noun, Adj, Verb}
must refrain	6	w0_ambiguous	{Verb, Noun}	{Verb}
dainty feet	6	w0_ambiguous	{Noun, Adj}	{Noun}
find anywhere	6	w0_ambiguous	{Verb, Noun}	{Adv}
idle people	6	both_ambiguous	{Adj, Verb}	{Verb, Noun}
scattered everywhere	6	w0_ambiguous	{Verb, Adj}	{Adv}
craft like	6	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
mighty flood	6	w0_ambiguous	{Adv, Noun}	{Verb}
merely looked	6	w1_ambiguous	{Adv}	{Verb, Adj}
read greek	6	both_ambiguous	{Noun, Adj, Verb}	{Adj, Noun}
uncle came	6	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
without volition	6	w0_ambiguous	{Adv, Prep}	{Noun}
little goose	6	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
thy bark	6	w0_missing	NONE	{Noun, Verb}
write often	6	w1_ambiguous	{Verb}	{Adv, Adj}
american quarterly	6	both_ambiguous	{Noun, Adj}	{Adj, Noun, Adv}
utter another	6	w1_missing	{Adj}	NONE
ordered dinner	6	w0_ambiguous	{Adj, Verb}	{Noun}
pond lilies	6	w0_ambiguous	{Noun, Verb}	{Noun}
own breath	6	w0_ambiguous	{Verb, Adj}	{Noun}
more bread	6	both_ambiguous	{Verb, Noun, Adj, Adv}	{Noun, Verb, Adj}
final one	6	w1_ambiguous	{Adj}	{Noun, Verb, Adj}
melt like	6	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
never notice	6	w1_ambiguous	{Adv}	{Noun, Verb}
old beaver	6	w0_ambiguous	{Noun, Adj}	{Noun}
ye ha	6	w1_missing	{Noun, Adv}	NONE
added bitterly	6	w0_ambiguous	{Adj, Verb}	{Adv}
utmost indignation	6	w0_ambiguous	{Noun, Adj}	{Noun}
more movement	6	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Noun}
ingenuous face	6	w1_ambiguous	{Adj}	{Verb, Noun}
plain path	6	both_ambiguous	{Verb, Adj, Adv}	{Noun, Verb}
raw state	6	both_ambiguous	{Noun, Adj}	{Noun, Verb, Adj}
dated april	6	w0_ambiguous	{Adj, Verb}	{Noun}
long tedious	6	w0_ambiguous	{Adv, Adj, Noun, Prep}	{Adj}
different picture	6	w1_ambiguous	{Adj}	{Noun, Verb}
slender thread	6	w1_ambiguous	{Adj}	{Verb, Noun}
take exercise	6	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun}
never despair	6	w1_ambiguous	{Adv}	{Verb, Noun}
sound would	6	both_ambiguous	{Adv, Adj, Noun, Verb}	{Adj, Verb, Noun}
put faith	6	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
seat next	6	both_ambiguous	{Noun, Verb}	{Adv, Adj}
part came	6	both_ambiguous	{Noun, Verb, Adv}	{Verb, Noun, Adj}
table made	6	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
intellectual independence	6	w0_ambiguous	{Noun, Adj}	{Noun}
noon passed	6	both_ambiguous	{Adj, Verb, Noun}	{Adj, Verb}
certain sure	6	both_ambiguous	{Adj, Noun, Adv}	{Adj, Adv}
asleep long	6	both_ambiguous	{Adv, Adj}	{Adv, Adj, Noun, Prep}
hair unbound	6	w1_ambiguous	{Noun}	{Verb, Adj}
possible subject	6	w1_ambiguous	{Adj}	{Verb, Adj, Noun}
common now	6	both_ambiguous	{Verb, Noun}	{Noun, Adv, Adj}
passed outside	6	both_ambiguous	{Adj, Verb}	{Adj, Adv, Noun}
paul turned	6	w1_ambiguous	{Noun}	{Verb, Adj}
lord seven	6	both_ambiguous	{Noun, Verb}	{Noun, Adj}
made promise	6	both_ambiguous	{Adj, Verb, Noun}	{Verb, Adj}
winter here	6	both_ambiguous	{Verb, Noun}	{Adv, Noun}
persistent thymus	6	w1_ambiguous	{Adj}	{Noun, Adj}
just lately	6	w0_ambiguous	{Adv, Verb, Adj, Noun}	{Adv}
yourself quite	6	w0_missing	NONE	{Adj, Verb}
without actual	6	both_ambiguous	{Adv, Prep}	{Adj, Noun}
young wench	6	both_ambiguous	{Adj, Noun}	{Noun, Verb}
mongol word	6	both_ambiguous	{Noun, Adj}	{Noun, Verb}
pleasant countenance	6	w0_ambiguous	{Adj, Noun}	{Verb}
bright soul	6	both_ambiguous	{Verb, Noun, Adv, Adj}	{Verb, Adj, Noun}
rising wrath	6	both_ambiguous	{Prep, Noun, Verb, Adj}	{Verb, Adj}
brought alongside	6	w0_ambiguous	{Adj, Verb}	{Adv}
nature nothing	6	both_ambiguous	{Verb, Noun}	{Adv, Noun}
light entered	6	both_ambiguous	{Noun, Adj, Verb, Adv}	{Adj, Verb}
huge head	6	w1_ambiguous	{Adj}	{Verb, Noun, Adj}
heavy breath	6	w0_ambiguous	{Adv, Adj, Verb}	{Noun}
burning head	6	both_ambiguous	{Noun, Verb, Adj}	{Verb, Noun, Adj}
straight story	6	both_ambiguous	{Adj, Adv, Noun, Verb}	{Verb, Noun}
may introduce	6	w0_ambiguous	{Verb, Noun}	{Verb}
impulse would	6	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
cold cooked	6	both_ambiguous	{Verb, Noun}	{Adj, Verb}
hand fall	6	both_ambiguous	{Noun, Verb}	{Noun, Verb}
hand lying	6	both_ambiguous	{Noun, Verb}	{Noun, Verb}
bodies themselves	6	w1_missing	{Noun}	NONE
some absurd	6	w1_ambiguous	{Adj}	{Adj, Noun}
seemed funny	6	both_ambiguous	{Adj, Verb}	{Noun, Adj}
more questionable	6	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Adj}
yer young	6	w1_ambiguous	{Prep}	{Adj, Noun}
heard tales	6	w0_ambiguous	{Verb, Adj}	{Noun}
now stop	6	both_ambiguous	{Noun, Adv, Adj}	{Verb, Noun}
looked anything	6	both_ambiguous	{Verb, Adj}	{Noun, Adv}
la pique	6	w1_ambiguous	{Noun}	{Verb, Noun}
seldom necessary	6	w1_ambiguous	{Adj}	{Noun, Adj}
wood like	6	both_ambiguous	{Adj, Noun, Verb}	{Verb, Noun, Adj}
neither hand	6	both_ambiguous	{Prep, Adj}	{Noun, Verb}
heavy stick	6	both_ambiguous	{Adv, Adj, Verb}	{Verb, Noun}
light gradually	6	w0_ambiguous	{Noun, Adj, Verb, Adv}	{Adv}
another couple	6	w0_missing	NONE	{Verb, Adj}
heavy log	6	both_ambiguous	{Adv, Adj, Verb}	{Noun, Verb}
utmost danger	6	both_ambiguous	{Noun, Adj}	{Verb, Noun}
company about	6	both_ambiguous	{Noun, Verb}	{Adv, Prep}
army like	6	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
looked gravely	6	w0_ambiguous	{Verb, Adj}	{Adv}
now daily	6	both_ambiguous	{Noun, Adv, Adj}	{Adv, Noun, Adj}
cannot settle	6	w0_missing	NONE	{Verb, Noun}
served like	6	both_ambiguous	{Verb, Adj}	{Verb, Noun, Adj}
man nodding	6	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
dumb when	6	w0_ambiguous	{Adj, Verb}	{Adv}
taking occasion	6	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb}
same dream	6	w1_ambiguous	{Verb}	{Verb, Noun}
faithful man	6	w1_ambiguous	{Adj}	{Noun, Verb}
old clown	6	both_ambiguous	{Noun, Adj}	{Noun, Verb}
flower bed	6	both_ambiguous	{Verb, Noun}	{Verb, Noun}
secret consciousness	6	w0_ambiguous	{Adj, Verb}	{Noun}
mind intent	6	both_ambiguous	{Noun, Verb}	{Adj, Noun}
very watchful	6	w0_ambiguous	{Verb, Adv}	{Adj}
one sensible	6	both_ambiguous	{Noun, Verb, Adj}	{Noun, Adj}
deepening twilight	6	both_ambiguous	{Verb, Noun}	{Noun, Adj}
receiving one	6	both_ambiguous	{Noun, Verb}	{Noun, Verb, Adj}
came easily	6	w0_ambiguous	{Verb, Noun, Adj}	{Adv}
gradually getting	6	w1_ambiguous	{Adv}	{Verb, Noun}
gentle force	6	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
thousand difficulties	6	w0_ambiguous	{Adj, Noun}	{Noun}
clutching wildly	6	w0_ambiguous	{Verb, Noun}	{Adv}
british lion	6	w0_ambiguous	{Adj, Noun}	{Noun}
slightly press	6	w1_ambiguous	{Adv}	{Noun, Verb}
carriage while	6	w1_ambiguous	{Noun}	{Verb, Noun, Prep}
shot many	6	both_ambiguous	{Adj, Verb, Noun}	{Noun, Adj}
value may	6	both_ambiguous	{Verb, Noun}	{Verb, Noun}
desired above	6	both_ambiguous	{Verb, Adj}	{Prep, Adv}
glad o	6	both_ambiguous	{Adj, Verb}	{Noun, Adj}
succeeding night	6	w0_ambiguous	{Verb, Noun}	{Noun}
water twice	6	w0_ambiguous	{Verb, Noun}	{Adv}
great match	6	both_ambiguous	{Noun, Adj}	{Verb, Noun}
other internal	6	w0_ambiguous	{Adv, Prep}	{Adj}
never listened	6	w1_ambiguous	{Adv}	{Verb, Adj}
without ostentation	6	w0_ambiguous	{Adv, Prep}	{Noun}
day presented	6	w1_ambiguous	{Noun}	{Adj, Verb}
colonel began	6	w1_ambiguous	{Noun}	{Adj, Verb}
frail form	6	both_ambiguous	{Adj, Noun}	{Verb, Noun}
becoming rich	6	both_ambiguous	{Adj, Noun, Verb}	{Verb, Adj}
evil place	6	w0_ambiguous	{Noun, Adv, Adj}	{Noun}
church again	6	both_ambiguous	{Verb, Noun}	{Adv, Prep}
coarse inkle	6	w1_ambiguous	{Adj}	{Verb, Noun}
hundred ninety	6	both_ambiguous	{Noun, Adj}	{Noun, Adj}
expense will	6	w1_ambiguous	{Noun}	{Adv, Noun, Verb}
finished work	6	both_ambiguous	{Verb, Adj}	{Verb, Noun}
fifth book	6	both_ambiguous	{Adj, Noun}	{Noun, Verb}
think peter	6	w1_ambiguous	{Verb}	{Verb, Noun}
anger burned	6	both_ambiguous	{Verb, Noun}	{Verb, Adj}
diffuse itself	6	w1_missing	{Verb, Adj}	NONE
can advise	6	w0_ambiguous	{Noun, Verb}	{Verb}
said baxter	6	w0_ambiguous	{Verb, Adj}	{Noun}
narrow ridge	6	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun}
applied without	6	both_ambiguous	{Adj, Verb}	{Adv, Prep}
off either	6	w1_missing	{Adj, Prep, Noun, Adv}	NONE
urn burial	6	w0_ambiguous	{Noun, Verb}	{Noun}
found relief	6	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
daily committed	6	both_ambiguous	{Adv, Noun, Adj}	{Adj, Verb}
high morality	6	w0_ambiguous	{Adv, Adj, Noun, Verb}	{Noun}
once tasted	6	w1_ambiguous	{Adv}	{Verb, Adj}
hath spoiled	6	w0_missing	NONE	{Adj, Verb}
bear back	6	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun, Adv}
came booming	6	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adj, Verb}
hand press	6	both_ambiguous	{Noun, Verb}	{Noun, Verb}
american enterprise	6	both_ambiguous	{Noun, Adj}	{Noun, Verb}
cautiously out	6	w1_ambiguous	{Adv}	{Verb, Noun, Adj}
fresh complexion	6	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
other planet	6	w0_ambiguous	{Adv, Prep}	{Noun}
thy handmaid	6	w0_missing	NONE	{Noun}
shelter himself	6	w1_missing	{Verb, Noun}	NONE
aunt rose	6	w1_ambiguous	{Noun}	{Noun, Verb, Adj}
came safely	6	w0_ambiguous	{Verb, Noun, Adj}	{Adv}
second lady	6	both_ambiguous	{Noun, Adj}	{Noun, Adj}
one nearly	6	w0_ambiguous	{Noun, Verb, Adj}	{Adv}
north after	6	both_ambiguous	{Adv, Verb, Noun, Adj}	{Adj, Prep, Adv}
little ready	6	both_ambiguous	{Adj, Noun, Adv}	{Adv, Adj, Noun, Verb}
might mark	6	both_ambiguous	{Verb, Adj}	{Verb, Noun}
trifle over	6	both_ambiguous	{Verb, Noun}	{Adj, Prep, Noun, Adv}
certainly came	6	w1_ambiguous	{Adv}	{Verb, Noun, Adj}
such direct	6	w1_ambiguous	{Adj}	{Verb, Noun, Adj}
cries came	6	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
german doctrine	6	w0_ambiguous	{Noun, Adj}	{Noun}
sunk too	6	w0_ambiguous	{Adj, Verb}	{Adv}
replied carelessly	6	w0_ambiguous	{Adj, Verb}	{Adv}
certain shape	6	both_ambiguous	{Adj, Noun, Adv}	{Noun, Verb}
black void	6	both_ambiguous	{Adv, Noun, Adj}	{Verb, Adj, Noun}
rushed about	6	both_ambiguous	{Verb, Adj}	{Adv, Prep}
out gave	6	both_ambiguous	{Verb, Noun, Adj}	{Verb, Adj}
desperate need	6	both_ambiguous	{Noun, Adj}	{Verb, Noun, Adv}
casualty clearing	6	w1_ambiguous	{Noun}	{Verb, Noun}
wander free	6	w1_ambiguous	{Verb}	{Adv, Adj}
evil angel	6	w0_ambiguous	{Noun, Adv, Adj}	{Noun}
law court	6	both_ambiguous	{Verb, Noun}	{Noun, Verb}
royal lover	6	w0_ambiguous	{Noun, Adj}	{Noun}
before unknown	6	w0_ambiguous	{Prep, Adv}	{Adj}
settled when	6	w0_ambiguous	{Verb, Adj}	{Adv}
offer also	6	w1_missing	{Verb}	NONE
much resemblance	6	w0_ambiguous	{Adj, Noun}	{Noun}
duty here	6	w1_ambiguous	{Noun}	{Adv, Noun}
glance out	6	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
second wave	6	both_ambiguous	{Noun, Adj}	{Verb, Noun}
certain specific	6	both_ambiguous	{Adj, Noun, Adv}	{Adj, Noun}
built since	6	both_ambiguous	{Adj, Noun, Verb}	{Prep, Adv}
brothers show	6	w1_ambiguous	{Noun}	{Noun, Verb}
grim array	6	w0_missing	NONE	{Noun}
whole lump	6	both_ambiguous	{Noun, Adj}	{Verb, Noun}
bright steel	6	w0_ambiguous	{Verb, Noun, Adv, Adj}	{Noun}
lake basin	6	w0_ambiguous	{Verb, Noun}	{Noun}
english calico	6	both_ambiguous	{Adj, Verb, Noun}	{Noun, Adj}
o cousin	6	w0_ambiguous	{Noun, Adj}	{Noun}
illegitimate child	6	both_ambiguous	{Adj, Verb}	{Noun, Verb}
leaf shall	6	w1_missing	{Noun, Verb}	NONE
wicked little	6	w1_ambiguous	{Adj}	{Adj, Noun, Adv}
prisoner there	6	w1_missing	{Noun}	NONE
more greek	6	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Noun}
give then	6	both_ambiguous	{Noun, Verb}	{Adv, Prep}
furnish many	6	both_ambiguous	{Verb, Noun}	{Noun, Adj}
about losing	6	both_ambiguous	{Adv, Prep}	{Verb, Adj}
weeping wife	6	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
paused once	6	w0_ambiguous	{Verb, Adj}	{Adv}
ever stepped	6	w1_ambiguous	{Adv}	{Verb, Adj}
hard bondage	6	w0_ambiguous	{Verb, Adj, Adv, Noun}	{Adj}
feminine instinct	6	both_ambiguous	{Noun, Adj}	{Verb, Adj}
course even	6	both_ambiguous	{Noun, Verb}	{Noun, Verb, Adj}
racing down	6	both_ambiguous	{Verb, Noun}	{Noun, Adj, Prep, Verb, Adv}
since discovered	6	both_ambiguous	{Prep, Adv}	{Adj, Verb}
third great	6	both_ambiguous	{Adj, Noun}	{Noun, Adj}
cause alone	6	both_ambiguous	{Prep, Noun, Verb}	{Adv, Adj}
bare little	6	both_ambiguous	{Adj, Noun}	{Adj, Noun, Adv}
cook would	6	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
long minute	6	both_ambiguous	{Adv, Adj, Noun, Prep}	{Noun, Adj, Verb}
revealing itself	6	w1_missing	{Noun, Verb}	NONE
probability there	6	w1_missing	{Noun}	NONE
bad children	6	w0_ambiguous	{Verb, Adj}	{Noun}
nation now	6	w1_ambiguous	{Noun}	{Noun, Adv, Adj}
dry again	6	both_ambiguous	{Adj, Verb}	{Adv, Prep}
little social	6	w0_ambiguous	{Adj, Noun, Adv}	{Adj}
make proof	6	both_ambiguous	{Verb, Noun}	{Adj, Noun, Verb}
passage money	6	w1_ambiguous	{Verb}	{Verb, Noun}
understood full	6	both_ambiguous	{Adj, Verb}	{Verb, Adv, Noun}
shall provide	6	w0_missing	NONE	{Verb}
actually employed	6	w1_ambiguous	{Adv}	{Verb, Adj}
rosy color	6	w1_ambiguous	{Adj}	{Noun, Verb}
numerous force	6	w1_ambiguous	{Adj}	{Noun, Verb}
shall fit	6	w0_missing	NONE	{Noun, Adj, Verb}
when allowed	6	w1_ambiguous	{Adv}	{Adj, Verb}
serene prince	6	both_ambiguous	{Verb, Noun, Adj}	{Adj, Verb}
hideous old	6	w1_ambiguous	{Adj}	{Noun, Adj}
people talked	6	both_ambiguous	{Verb, Noun}	{Adj, Verb}
right around	6	both_ambiguous	{Adv, Adj, Verb}	{Prep, Adv}
remain many	6	both_ambiguous	{Verb, Noun}	{Noun, Adj}
romance out	6	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun, Adj}
therefore whatever	6	w1_missing	{Adv}	NONE
stranger smiled	6	both_ambiguous	{Noun, Verb}	{Adj, Verb}
extraordinary influence	6	both_ambiguous	{Adj, Noun}	{Verb, Noun}
food cannot	6	w1_missing	{Noun, Verb}	NONE
open manner	6	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
listening anxiously	6	w0_ambiguous	{Verb, Noun}	{Adv}
wit well	6	both_ambiguous	{Verb, Noun}	{Verb, Adj}
thin enough	6	both_ambiguous	{Adj, Adv, Verb}	{Noun, Adj, Adv}
retired when	6	w0_ambiguous	{Verb, Adj}	{Adv}
society man	6	w1_ambiguous	{Noun}	{Noun, Verb}
very proudly	6	w0_ambiguous	{Verb, Adv}	{Adv}
big chance	6	both_ambiguous	{Adj, Verb, Noun}	{Adv, Adj, Noun, Verb}
natural decay	6	both_ambiguous	{Adj, Noun}	{Noun, Verb}
patrol work	6	w1_ambiguous	{Verb}	{Verb, Noun}
frequently left	6	w1_ambiguous	{Adv}	{Verb, Adj, Noun}
open ocean	6	both_ambiguous	{Adj, Verb, Noun}	{Noun, Adj}
church building	6	both_ambiguous	{Verb, Noun}	{Noun, Verb}
burden too	6	w0_ambiguous	{Verb, Noun}	{Adv}
naked man	6	w1_ambiguous	{Adj}	{Noun, Verb}
army cannot	6	w1_missing	{Noun}	NONE
persuading himself	6	w1_missing	{Noun, Verb}	NONE
forth just	6	both_ambiguous	{Prep, Adv, Noun}	{Adv, Verb, Adj, Noun}
puckered up	6	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
hooked up	6	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
greatly exceeded	6	w1_ambiguous	{Adv}	{Verb, Adj}
bill called	6	both_ambiguous	{Noun, Verb}	{Adj, Verb}
said haughtily	6	w0_ambiguous	{Verb, Adj}	{Adv}
thyself away	6	w0_missing	NONE	{Adv}
hath divided	6	w0_missing	NONE	{Adj, Verb}
contrary seemed	6	both_ambiguous	{Noun, Adj}	{Adj, Verb}
breakfast served	6	both_ambiguous	{Verb, Noun}	{Verb, Adj}
distinct recollection	6	w0_ambiguous	{Verb, Adj}	{Noun}
little hoard	6	both_ambiguous	{Adj, Noun, Adv}	{Verb, Noun}
little glade	6	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
measles scarlet	6	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
human virtue	6	w0_ambiguous	{Noun, Adj}	{Noun}
slight embarrassment	6	w0_ambiguous	{Noun, Adv, Adj, Verb}	{Noun}
driving snow	6	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb}
paired off	6	both_ambiguous	{Verb, Adj}	{Adj, Prep, Noun, Adv}
old mouth	6	both_ambiguous	{Noun, Adj}	{Verb, Noun}
went pale	6	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb}
leave something	6	both_ambiguous	{Noun, Verb}	{Noun, Adv}
hard nut	6	both_ambiguous	{Verb, Adj, Adv, Noun}	{Noun, Verb}
tender towards	6	both_ambiguous	{Noun, Adj, Verb}	{Prep, Adv}
hole like	6	both_ambiguous	{Adj, Noun, Verb}	{Verb, Noun, Adj}
minute while	6	both_ambiguous	{Noun, Adj, Verb}	{Verb, Noun, Prep}
least opportunity	6	w0_ambiguous	{Adj, Adv, Prep}	{Noun}
controversy concerning	6	w1_ambiguous	{Noun}	{Verb, Noun, Prep, Adj}
ignorant woman	6	both_ambiguous	{Adj, Noun}	{Verb, Noun}
felt none	6	both_ambiguous	{Adj, Verb, Noun}	{Adj, Noun}
moderate fire	6	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
effect whatever	6	w1_missing	{Noun, Verb}	NONE
dark recess	6	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
give encouragement	6	w0_ambiguous	{Noun, Verb}	{Noun}
same sign	6	w1_ambiguous	{Verb}	{Verb, Noun}
indistinctly seen	6	w1_ambiguous	{Adv}	{Adj, Verb}
between science	6	both_ambiguous	{Prep, Noun}	{Verb, Noun}
own vocabulary	6	w0_ambiguous	{Verb, Adj}	{Noun}
row down	6	both_ambiguous	{Verb, Adj, Noun, Adv}	{Noun, Adj, Prep, Verb, Adv}
humble petition	6	both_ambiguous	{Verb, Adj}	{Noun, Verb}
maintained himself	6	w1_missing	{Adj, Verb}	NONE
under normal	6	w0_ambiguous	{Adj, Prep, Adv}	{Adj}
yes take	6	w1_ambiguous	{Adv}	{Verb, Noun, Adj}
red lip	6	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb}
loud call	6	both_ambiguous	{Adv, Adj}	{Noun, Verb}
nay heaven	6	both_ambiguous	{Noun, Adv, Verb}	{Verb, Noun}
